// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 15 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
Unable to find .sln or .csproj file. Will use current directory D:\HierarchyKit to search for project file. If you don't use .sln file on purpose it should not be a problem.
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\obj\Release\net10.0/" /p:OutDir="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" /p:OutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7
// command took 0.73 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\obj\Release\net10.0/" /p:OutDir="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" /p:OutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" --output "D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7
// command took 3.99 sec and exited with 0
// ***** Done, took 00:00:04 (4.78 sec)   *****
// Found 15 benchmarks:
//   HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Remove: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.GetChildren: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Descendants: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Remove: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.GetChildren: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Descendants: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.Remove: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.GetChildren: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.Descendants: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet f708123d-25c8-4862-a51c-d2fd081c87d7.dll --anonymousPipes 2056 2144 --benchmarkName "HierarchyBenchmarks.Add(NodeCount: 100)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2
// GC=Non-concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: Job-HOTHSI(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 175000.00 ns, 175.0000 us/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 562300.00 ns, 562.3000 us/op
WorkloadWarmup   2: 1 op, 2973700.00 ns, 2.9737 ms/op
WorkloadWarmup   3: 1 op, 519000.00 ns, 519.0000 us/op
WorkloadWarmup   4: 1 op, 485000.00 ns, 485.0000 us/op
WorkloadWarmup   5: 1 op, 509500.00 ns, 509.5000 us/op
WorkloadWarmup   6: 1 op, 467000.00 ns, 467.0000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 659800.00 ns, 659.8000 us/op
WorkloadActual   2: 1 op, 569900.00 ns, 569.9000 us/op
WorkloadActual   3: 1 op, 575700.00 ns, 575.7000 us/op
WorkloadActual   4: 1 op, 556800.00 ns, 556.8000 us/op
WorkloadActual   5: 1 op, 695000.00 ns, 695.0000 us/op
WorkloadActual   6: 1 op, 623600.00 ns, 623.6000 us/op
WorkloadActual   7: 1 op, 615500.00 ns, 615.5000 us/op
WorkloadActual   8: 1 op, 670200.00 ns, 670.2000 us/op
WorkloadActual   9: 1 op, 764700.00 ns, 764.7000 us/op
WorkloadActual  10: 1 op, 2102700.00 ns, 2.1027 ms/op
WorkloadActual  11: 1 op, 738400.00 ns, 738.4000 us/op
WorkloadActual  12: 1 op, 613200.00 ns, 613.2000 us/op
WorkloadActual  13: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadActual  14: 1 op, 283500.00 ns, 283.5000 us/op
WorkloadActual  15: 1 op, 77200.00 ns, 77.2000 us/op
WorkloadActual  16: 1 op, 83500.00 ns, 83.5000 us/op
WorkloadActual  17: 1 op, 79000.00 ns, 79.0000 us/op
WorkloadActual  18: 1 op, 83300.00 ns, 83.3000 us/op
WorkloadActual  19: 1 op, 75700.00 ns, 75.7000 us/op
WorkloadActual  20: 1 op, 75900.00 ns, 75.9000 us/op
WorkloadActual  21: 1 op, 84200.00 ns, 84.2000 us/op
WorkloadActual  22: 1 op, 80900.00 ns, 80.9000 us/op
WorkloadActual  23: 1 op, 74300.00 ns, 74.3000 us/op
WorkloadActual  24: 1 op, 79500.00 ns, 79.5000 us/op
WorkloadActual  25: 1 op, 76700.00 ns, 76.7000 us/op
WorkloadActual  26: 1 op, 77800.00 ns, 77.8000 us/op
WorkloadActual  27: 1 op, 79700.00 ns, 79.7000 us/op
WorkloadActual  28: 1 op, 77400.00 ns, 77.4000 us/op
WorkloadActual  29: 1 op, 75600.00 ns, 75.6000 us/op
WorkloadActual  30: 1 op, 84100.00 ns, 84.1000 us/op
WorkloadActual  31: 1 op, 72600.00 ns, 72.6000 us/op
WorkloadActual  32: 1 op, 78400.00 ns, 78.4000 us/op
WorkloadActual  33: 1 op, 78800.00 ns, 78.8000 us/op
WorkloadActual  34: 1 op, 75000.00 ns, 75.0000 us/op
WorkloadActual  35: 1 op, 77700.00 ns, 77.7000 us/op
WorkloadActual  36: 1 op, 73700.00 ns, 73.7000 us/op
WorkloadActual  37: 1 op, 75300.00 ns, 75.3000 us/op
WorkloadActual  38: 1 op, 74600.00 ns, 74.6000 us/op
WorkloadActual  39: 1 op, 72300.00 ns, 72.3000 us/op
WorkloadActual  40: 1 op, 68900.00 ns, 68.9000 us/op
WorkloadActual  41: 1 op, 73700.00 ns, 73.7000 us/op
WorkloadActual  42: 1 op, 81800.00 ns, 81.8000 us/op
WorkloadActual  43: 1 op, 72900.00 ns, 72.9000 us/op
WorkloadActual  44: 1 op, 76800.00 ns, 76.8000 us/op
WorkloadActual  45: 1 op, 77800.00 ns, 77.8000 us/op
WorkloadActual  46: 1 op, 85400.00 ns, 85.4000 us/op
WorkloadActual  47: 1 op, 82400.00 ns, 82.4000 us/op
WorkloadActual  48: 1 op, 75000.00 ns, 75.0000 us/op
WorkloadActual  49: 1 op, 80500.00 ns, 80.5000 us/op
WorkloadActual  50: 1 op, 74800.00 ns, 74.8000 us/op
WorkloadActual  51: 1 op, 78100.00 ns, 78.1000 us/op
WorkloadActual  52: 1 op, 79100.00 ns, 79.1000 us/op
WorkloadActual  53: 1 op, 76700.00 ns, 76.7000 us/op
WorkloadActual  54: 1 op, 79800.00 ns, 79.8000 us/op
WorkloadActual  55: 1 op, 97900.00 ns, 97.9000 us/op
WorkloadActual  56: 1 op, 76300.00 ns, 76.3000 us/op
WorkloadActual  57: 1 op, 78400.00 ns, 78.4000 us/op
WorkloadActual  58: 1 op, 177900.00 ns, 177.9000 us/op
WorkloadActual  59: 1 op, 75600.00 ns, 75.6000 us/op
WorkloadActual  60: 1 op, 80000.00 ns, 80.0000 us/op
WorkloadActual  61: 1 op, 73100.00 ns, 73.1000 us/op
WorkloadActual  62: 1 op, 81500.00 ns, 81.5000 us/op
WorkloadActual  63: 1 op, 75600.00 ns, 75.6000 us/op
WorkloadActual  64: 1 op, 74800.00 ns, 74.8000 us/op
WorkloadActual  65: 1 op, 72400.00 ns, 72.4000 us/op
WorkloadActual  66: 1 op, 76500.00 ns, 76.5000 us/op
WorkloadActual  67: 1 op, 82400.00 ns, 82.4000 us/op
WorkloadActual  68: 1 op, 76300.00 ns, 76.3000 us/op
WorkloadActual  69: 1 op, 82300.00 ns, 82.3000 us/op
WorkloadActual  70: 1 op, 78400.00 ns, 78.4000 us/op
WorkloadActual  71: 1 op, 77300.00 ns, 77.3000 us/op
WorkloadActual  72: 1 op, 78200.00 ns, 78.2000 us/op
WorkloadActual  73: 1 op, 80000.00 ns, 80.0000 us/op
WorkloadActual  74: 1 op, 76000.00 ns, 76.0000 us/op
WorkloadActual  75: 1 op, 105200.00 ns, 105.2000 us/op
WorkloadActual  76: 1 op, 78400.00 ns, 78.4000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 77050.00 ns, 77.0500 us/op
WorkloadResult   2: 1 op, 83350.00 ns, 83.3500 us/op
WorkloadResult   3: 1 op, 78850.00 ns, 78.8500 us/op
WorkloadResult   4: 1 op, 83150.00 ns, 83.1500 us/op
WorkloadResult   5: 1 op, 75550.00 ns, 75.5500 us/op
WorkloadResult   6: 1 op, 75750.00 ns, 75.7500 us/op
WorkloadResult   7: 1 op, 84050.00 ns, 84.0500 us/op
WorkloadResult   8: 1 op, 80750.00 ns, 80.7500 us/op
WorkloadResult   9: 1 op, 74150.00 ns, 74.1500 us/op
WorkloadResult  10: 1 op, 79350.00 ns, 79.3500 us/op
WorkloadResult  11: 1 op, 76550.00 ns, 76.5500 us/op
WorkloadResult  12: 1 op, 77650.00 ns, 77.6500 us/op
WorkloadResult  13: 1 op, 79550.00 ns, 79.5500 us/op
WorkloadResult  14: 1 op, 77250.00 ns, 77.2500 us/op
WorkloadResult  15: 1 op, 75450.00 ns, 75.4500 us/op
WorkloadResult  16: 1 op, 83950.00 ns, 83.9500 us/op
WorkloadResult  17: 1 op, 72450.00 ns, 72.4500 us/op
WorkloadResult  18: 1 op, 78250.00 ns, 78.2500 us/op
WorkloadResult  19: 1 op, 78650.00 ns, 78.6500 us/op
WorkloadResult  20: 1 op, 74850.00 ns, 74.8500 us/op
WorkloadResult  21: 1 op, 77550.00 ns, 77.5500 us/op
WorkloadResult  22: 1 op, 73550.00 ns, 73.5500 us/op
WorkloadResult  23: 1 op, 75150.00 ns, 75.1500 us/op
WorkloadResult  24: 1 op, 74450.00 ns, 74.4500 us/op
WorkloadResult  25: 1 op, 72150.00 ns, 72.1500 us/op
WorkloadResult  26: 1 op, 68750.00 ns, 68.7500 us/op
WorkloadResult  27: 1 op, 73550.00 ns, 73.5500 us/op
WorkloadResult  28: 1 op, 81650.00 ns, 81.6500 us/op
WorkloadResult  29: 1 op, 72750.00 ns, 72.7500 us/op
WorkloadResult  30: 1 op, 76650.00 ns, 76.6500 us/op
WorkloadResult  31: 1 op, 77650.00 ns, 77.6500 us/op
WorkloadResult  32: 1 op, 85250.00 ns, 85.2500 us/op
WorkloadResult  33: 1 op, 82250.00 ns, 82.2500 us/op
WorkloadResult  34: 1 op, 74850.00 ns, 74.8500 us/op
WorkloadResult  35: 1 op, 80350.00 ns, 80.3500 us/op
WorkloadResult  36: 1 op, 74650.00 ns, 74.6500 us/op
WorkloadResult  37: 1 op, 77950.00 ns, 77.9500 us/op
WorkloadResult  38: 1 op, 78950.00 ns, 78.9500 us/op
WorkloadResult  39: 1 op, 76550.00 ns, 76.5500 us/op
WorkloadResult  40: 1 op, 79650.00 ns, 79.6500 us/op
WorkloadResult  41: 1 op, 76150.00 ns, 76.1500 us/op
WorkloadResult  42: 1 op, 78250.00 ns, 78.2500 us/op
WorkloadResult  43: 1 op, 75450.00 ns, 75.4500 us/op
WorkloadResult  44: 1 op, 79850.00 ns, 79.8500 us/op
WorkloadResult  45: 1 op, 72950.00 ns, 72.9500 us/op
WorkloadResult  46: 1 op, 81350.00 ns, 81.3500 us/op
WorkloadResult  47: 1 op, 75450.00 ns, 75.4500 us/op
WorkloadResult  48: 1 op, 74650.00 ns, 74.6500 us/op
WorkloadResult  49: 1 op, 72250.00 ns, 72.2500 us/op
WorkloadResult  50: 1 op, 76350.00 ns, 76.3500 us/op
WorkloadResult  51: 1 op, 82250.00 ns, 82.2500 us/op
WorkloadResult  52: 1 op, 76150.00 ns, 76.1500 us/op
WorkloadResult  53: 1 op, 82150.00 ns, 82.1500 us/op
WorkloadResult  54: 1 op, 78250.00 ns, 78.2500 us/op
WorkloadResult  55: 1 op, 77150.00 ns, 77.1500 us/op
WorkloadResult  56: 1 op, 78050.00 ns, 78.0500 us/op
WorkloadResult  57: 1 op, 79850.00 ns, 79.8500 us/op
WorkloadResult  58: 1 op, 75850.00 ns, 75.8500 us/op
WorkloadResult  59: 1 op, 78250.00 ns, 78.2500 us/op
// GC:  0 0 0 172016 1
// Threading:  0 0 1

// AfterAll
// Benchmark Process 22820 has exited with code 0.

Mean = 77.484 μs, StdErr = 0.445 μs (0.57%), N = 59, StdDev = 3.421 μs
Min = 68.750 μs, Q1 = 75.300 μs, Median = 77.250 μs, Q3 = 79.600 μs, Max = 85.250 μs
IQR = 4.300 μs, LowerFence = 68.850 μs, UpperFence = 86.050 μs
ConfidenceInterval = [75.940 μs; 79.028 μs] (CI 99.9%), Margin = 1.544 μs (1.99% of Mean)
Skewness = 0.15, Kurtosis = 2.7, MValue = 2

// ** Remained 0 (0,0%) benchmark(s) to run. Estimated finish 2026-09-11 16:11 (0h 0m from now) **
Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Balanced)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\HierarchyBenchmarks-report.csv
  BenchmarkDotNet.Artifacts\results\HierarchyBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts\results\HierarchyBenchmarks-report.html

// * Detailed results *
HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
Runtime = .NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2; GC = Non-concurrent Workstation
Mean = 2.173 μs, StdErr = 0.112 μs (5.16%), N = 100, StdDev = 1.121 μs
Min = 0.400 μs, Q1 = 0.900 μs, Median = 2.750 μs, Q3 = 3.200 μs, Max = 3.600 μs
IQR = 2.300 μs, LowerFence = -2.550 μs, UpperFence = 6.650 μs
ConfidenceInterval = [1.793 μs; 2.553 μs] (CI 99.9%), Margin = 0.380 μs (17.49% of Mean)
Skewness = -0.27, Kurtosis = 1.28, MValue = 3.79
-------------------- Histogram --------------------
[0.083 μs ; 0.533 μs) | @
[0.533 μs ; 1.167 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[1.167 μs ; 1.833 μs) | @
[1.833 μs ; 2.467 μs) | @@@@@@@@@@
[2.467 μs ; 2.783 μs) | @@
[2.783 μs ; 3.417 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[3.417 μs ; 3.917 μs) | @@
---------------------------------------------------

HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
Runtime = .NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2; GC = Non-concurrent Workstation
Mean = 2.127 μs, StdErr = 0.047 μs (2.21%), N = 94, StdDev = 0.456 μs
Min = 1.500 μs, Q1 = 1.800 μs, Median = 1.900 μs, Q3 = 2.500 μs, Max = 3.400 μs
IQR = 0.700 μs, LowerFence = 0.750 μs, UpperFence = 3.550 μs
ConfidenceInterval = [1.967 μs; 2.286 μs] (CI 99.9%), Margin = 0.160 μs (7.51% of Mean)
Skewness = 0.92, Kurtosis = 2.84, MValue = 2.05
-------------------- Histogram --------------------
[1.368 μs ; 1.668 μs) | @@@@@
[1.668 μs ; 1.968 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[1.968 μs ; 2.268 μs) | @@@@@@@@@@@@@
[2.268 μs ; 2.568 μs) | @@@@@@@@@@@@@@
[2.568 μs ; 2.832 μs) | @@@@@@@@@
[2.832 μs ; 3.218 μs) | @@@@@@@
[3.218 μs ; 3.532 μs) | @@
---------------------------------------------------

HierarchyBenchmarks.Remove: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
Runtime = .NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2; GC = Non-concurrent Workstation
Mean = 2.136 μs, StdErr = 0.038 μs (1.76%), N = 85, StdDev = 0.347 μs
Min = 1.600 μs, Q1 = 1.900 μs, Median = 2.000 μs, Q3 = 2.300 μs, Max = 3.200 μs
IQR = 0.400 μs, LowerFence = 1.300 μs, UpperFence = 2.900 μs
ConfidenceInterval = [2.008 μs; 2.265 μs] (CI 99.9%), Margin = 0.128 μs (6.00% of Mean)
Skewness = 1.14, Kurtosis = 4.14, MValue = 3.36
-------------------- Histogram --------------------
[1.547 μs ; 1.753 μs) | @@@@
[1.753 μs ; 2.003 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[2.003 μs ; 2.197 μs) | @@@
[2.197 μs ; 2.403 μs) | @@@@@@@@@@@@@@@@@@@@@@@@
[2.403 μs ; 2.603 μs) | @@@@@@@
[2.603 μs ; 2.747 μs) | 
[2.747 μs ; 2.953 μs) | @@
[2.953 μs ; 3.203 μs) | @@@@
---------------------------------------------------

HierarchyBenchmarks.GetChildren: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
Runtime = .NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2; GC = Non-concurrent Workstation
Mean = 2.456 μs, StdErr = 0.025 μs (1.03%), N = 89, StdDev = 0.238 μs
Min = 2.000 μs, Q1 = 2.300 μs, Median = 2.400 μs, Q3 = 2.600 μs, Max = 3.100 μs
IQR = 0.300 μs, LowerFence = 1.850 μs, UpperFence = 3.050 μs
ConfidenceInterval = [2.370 μs; 2.542 μs] (CI 99.9%), Margin = 0.086 μs (3.50% of Mean)
Skewness = 0.38, Kurtosis = 2.46, MValue = 5.8
-------------------- Histogram --------------------
[1.930 μs ; 2.080 μs) | @
[2.080 μs ; 2.220 μs) | @@@@@@@@@@@@@@@@@
[2.220 μs ; 2.280 μs) | 
[2.280 μs ; 2.420 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[2.420 μs ; 2.480 μs) | 
[2.480 μs ; 2.620 μs) | @@@@@@@@@@@@@@@@@@@@
[2.620 μs ; 2.680 μs) | 
[2.680 μs ; 2.820 μs) | @@@@@@@@@@@@@@@@
[2.820 μs ; 2.880 μs) | 
[2.880 μs ; 3.020 μs) | @@@@
[3.020 μs ; 3.170 μs) | @
---------------------------------------------------

HierarchyBenchmarks.Descendants: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
Runtime = .NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2; GC = Non-concurrent Workstation
Mean = 14.342 μs, StdErr = 0.283 μs (1.97%), N = 100, StdDev = 2.827 μs
Min = 10.800 μs, Q1 = 11.575 μs, Median = 14.300 μs, Q3 = 16.575 μs, Max = 21.200 μs
IQR = 5.000 μs, LowerFence = 4.075 μs, UpperFence = 24.075 μs
ConfidenceInterval = [13.383 μs; 15.301 μs] (CI 99.9%), Margin = 0.959 μs (6.69% of Mean)
Skewness = 0.5, Kurtosis = 2.23, MValue = 4.26
-------------------- Histogram --------------------
[10.000 μs ; 10.850 μs) | @
[10.850 μs ; 12.450 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[12.450 μs ; 13.900 μs) | @@@@
[13.900 μs ; 15.500 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@
[15.500 μs ; 16.150 μs) | @
[16.150 μs ; 17.750 μs) | @@@@@@@@@@@@@@@@@@
[17.750 μs ; 19.000 μs) | @@@@@@
[19.000 μs ; 19.900 μs) | @
[19.900 μs ; 21.500 μs) | @@@@@
---------------------------------------------------

HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
Runtime = .NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2; GC = Non-concurrent Workstation
Mean = 3.079 μs, StdErr = 0.035 μs (1.15%), N = 80, StdDev = 0.317 μs
Min = 2.600 μs, Q1 = 2.900 μs, Median = 3.000 μs, Q3 = 3.200 μs, Max = 3.900 μs
IQR = 0.300 μs, LowerFence = 2.450 μs, UpperFence = 3.650 μs
ConfidenceInterval = [2.957 μs; 3.200 μs] (CI 99.9%), Margin = 0.121 μs (3.94% of Mean)
Skewness = 0.91, Kurtosis = 3.06, MValue = 2
-------------------- Histogram --------------------
[2.503 μs ; 2.653 μs) | @@@
[2.653 μs ; 2.853 μs) | @@@@@@@@@@@@@@@
[2.853 μs ; 3.047 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[3.047 μs ; 3.247 μs) | @@@@@@@@@@@@@@
[3.247 μs ; 3.447 μs) | @@@@@
[3.447 μs ; 3.553 μs) | @
[3.553 μs ; 3.747 μs) | @@@@@@@@
[3.747 μs ; 3.947 μs) | @@@
---------------------------------------------------

HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
Runtime = .NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2; GC = Non-concurrent Workstation
Mean = 14.566 μs, StdErr = 0.169 μs (1.16%), N = 93, StdDev = 1.632 μs
Min = 12.500 μs, Q1 = 13.400 μs, Median = 14.100 μs, Q3 = 15.100 μs, Max = 19.400 μs
IQR = 1.700 μs, LowerFence = 10.850 μs, UpperFence = 17.650 μs
ConfidenceInterval = [13.990 μs; 15.141 μs] (CI 99.9%), Margin = 0.575 μs (3.95% of Mean)
Skewness = 1.2, Kurtosis = 3.67, MValue = 2.9
-------------------- Histogram --------------------
[12.027 μs ; 12.977 μs) | @@@@@@@@@
[12.977 μs ; 13.923 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[13.923 μs ; 15.123 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@
[15.123 μs ; 15.827 μs) | @@@
[15.827 μs ; 16.773 μs) | @@@@@@@@@@
[16.773 μs ; 17.977 μs) | 
[17.977 μs ; 18.923 μs) | @@@@@@@@
[18.923 μs ; 19.873 μs) | @
---------------------------------------------------

HierarchyBenchmarks.Remove: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
Runtime = .NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2; GC = Non-concurrent Workstation
Mean = 17.493 μs, StdErr = 0.260 μs (1.49%), N = 99, StdDev = 2.591 μs
Min = 12.800 μs, Q1 = 15.250 μs, Median = 17.400 μs, Q3 = 19.450 μs, Max = 24.400 μs
IQR = 4.200 μs, LowerFence = 8.950 μs, UpperFence = 25.750 μs
ConfidenceInterval = [16.609 μs; 18.377 μs] (CI 99.9%), Margin = 0.884 μs (5.05% of Mean)
Skewness = 0.2, Kurtosis = 2.25, MValue = 3.48
-------------------- Histogram --------------------
[12.565 μs ; 14.065 μs) | @@@@@@@@
[14.065 μs ; 15.535 μs) | @@@@@@@@@@@@@@@@@@@@@
[15.535 μs ; 16.765 μs) | @@@@@@@@@
[16.765 μs ; 18.235 μs) | @@@@@@@@@@@@@@@@@@@@@@@
[18.235 μs ; 19.515 μs) | @@@@@@@@@@@@@
[19.515 μs ; 20.985 μs) | @@@@@@@@@@@@@@@@@@
[20.985 μs ; 22.385 μs) | @@@@
[22.385 μs ; 23.535 μs) | @@
[23.535 μs ; 25.135 μs) | @
---------------------------------------------------

HierarchyBenchmarks.GetChildren: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
Runtime = .NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2; GC = Non-concurrent Workstation
Mean = 21.656 μs, StdErr = 0.240 μs (1.11%), N = 99, StdDev = 2.390 μs
Min = 17.600 μs, Q1 = 19.750 μs, Median = 21.400 μs, Q3 = 23.450 μs, Max = 28.600 μs
IQR = 3.700 μs, LowerFence = 14.200 μs, UpperFence = 29.000 μs
ConfidenceInterval = [20.841 μs; 22.470 μs] (CI 99.9%), Margin = 0.815 μs (3.76% of Mean)
Skewness = 0.58, Kurtosis = 2.71, MValue = 2
-------------------- Histogram --------------------
[17.372 μs ; 18.572 μs) | @@@@@@
[18.572 μs ; 20.072 μs) | @@@@@@@@@@@@@@@@@@@@@@@
[20.072 μs ; 21.428 μs) | @@@@@@@@@@@@@@@@@@@@@@@@
[21.428 μs ; 22.828 μs) | @@@@@@@@@@@@@@@@@
[22.828 μs ; 24.328 μs) | @@@@@@@@@@@@@@@@
